Time,Rank,Price,BookName,Location
2019-03-17 23:01:46,96,9.87,"SUMMARY Of The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain By Dr Steven Gundry",https://www.amazon.com/SUMMARY-Plant-Paradox-Dangers-Healthy/dp/1717074901/
2019-03-17 23:01:46,97,11.59,The Universe Has Your Back: Transform Fear to Faith,https://www.amazon.com/Universe-Has-Your-Back-Transform/dp/1401946550/
2019-03-17 23:01:46,98,50.84,GMAT Official Guide 2019 Bundle: Books + Online,https://www.amazon.com/GMAT-Official-Guide-2019-Bundle/dp/1119507723/
2019-03-17 23:01:46,99,38.16,"Hands-On Machine Learning with Scikit-Learn and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",https://www.amazon.com/Hands-Machine-Learning-Scikit-Learn-TensorFlow/dp/1491962291/
2019-03-17 23:01:46,100,13.59,"Cracking the AP Physics 1 Exam, 2019 Edition: Practice Tests & Proven Techniques to Help You Score a 5 (College Test Preparation)",https://www.amazon.com/Cracking-Physics-Exam-2019-Preparation/dp/1524758094/
2019-03-16 23:46:35,1,18.25,Mama's Last Hug: Animal Emotions and What They Tell Us about Ourselves,https://www.amazon.com/Mamas-Last-Hug-Animal-Emotions/dp/0393635066/
2019-03-16 23:46:35,2,18.27,Shortest Way Home: One Mayor's Challenge and a Model for America's Future,https://www.amazon.com/Shortest-Way-Home-Challenge-Americas/dp/1631494368/
2019-03-16 23:46:35,3,24.19,"The Official ACT Prep Guide, 2018-19 Edition (Book + Bonus Online Content)",https://www.amazon.com/Official-Guide-2018-19-Online-Content/dp/1119508061/
2019-03-16 23:46:35,4,21.19,"The Official SAT Study Guide, 2018 Edition (Official Study Guide for the New Sat)",https://www.amazon.com/Official-SAT-Study-Guide-2018/dp/1457309289/
2019-03-16 23:46:35,5,76.27,The Hebrew Bible: A Translation with Commentary (Vol. Three-Volume Set),https://www.amazon.com/Hebrew-Bible-Translation-Commentary-Three/dp/0393292495/
2019-03-16 23:46:35,6,28.45,"Publication Manual of the American Psychological Association, 6th Edition",https://www.amazon.com/Publication-Manual-American-Psychological-Association/dp/1433805618/
2019-03-16 23:46:35,7,18,Eat to Beat Disease: The New Science of How Your Body Can Heal Itself,https://www.amazon.com/Eat-Beat-Disease-Science-Itself/dp/1538714620/
2019-03-16 23:46:35,8,13.85,Dare to Lead: Brave Work. Tough Conversations. Whole Hearts.,https://www.amazon.com/Dare-Lead-Brave-Conversations-Hearts/dp/1785042149/
2019-03-16 23:46:35,9,20.69,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,https://www.amazon.com/Deep-Medicine-Artificial-Intelligence-Healthcare/dp/1541644638/
2019-03-16 23:46:35,10,12.59,The Five Dysfunctions of a Team: A Leadership Fable,https://www.amazon.com/Five-Dysfunctions-Team-Leadership-Fable/dp/0787960756/
2019-03-16 23:46:35,11,18.3,"The Hormone Fix: Burn Fat Naturally, Boost Energy, Sleep Better, and Stop Hot Flashes, the Keto-Green Way",https://www.amazon.com/Hormone-Fix-Naturally-Flashes-Keto-Green/dp/0525621644/
2019-03-16 23:46:35,12,18.99,Inconvenient Facts: The science that Al Gore doesn't want you to know,https://www.amazon.com/Inconvenient-Facts-science-that-doesnt/dp/1545614105/
2019-03-16 23:46:35,13,12,Just Mercy: A Story of Justice and Redemption,https://www.amazon.com/Just-Mercy-Story-Justice-Redemption/dp/081298496X/
2019-03-16 23:46:35,14,29.03,"ATI TEAS Secrets Study Guide: TEAS 6 Complete Study Manual, Full-Length Practice Tests, Review Video Tutorials for the Test of Essential Academic Skills, Sixth Edition",https://www.amazon.com/ATI-TEAS-Secrets-Study-Guide/dp/1516703839/
2019-03-16 23:46:35,15,19.49,Tiamat's Wrath (The Expanse),https://www.amazon.com/Tiamats-Wrath-Expanse-James-Corey/dp/0316332879/
2019-03-16 23:46:35,16,13.69,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & ... (A New Harbinger Self-Help Workbook)",https://www.amazon.com/Dialectical-Behavior-Therapy-Skills-Workbook/dp/1572245131/
2019-03-16 23:46:35,17,19.36,GED Test Prep Plus 2019: 2 Practice Tests + Proven Strategies + Online (Kaplan Test Prep),https://www.amazon.com/GED-Test-Prep-Plus-2019/dp/1506239439/
2019-03-16 23:46:35,18,12.51,Leadershift: The 11 Essential Changes Every Leader Must Embrace,https://www.amazon.com/Leadershift-Essential-Changes-Leader-Embrace/dp/0718098501/
2019-03-16 23:46:35,19,22.8,"Dissolving Illusions: Disease, Vaccines, and The Forgotten History",https://www.amazon.com/Dissolving-Illusions-Disease-Vaccines-Forgotten/dp/1480216895/
